Transaction_ID,Store_ID,Store_Type,City,Region,Date,Year,Month,Department,Product,Customer_ID,Customer_Type,Gender,Age,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Product_Rating,Stock_Quantity,Payment_Method,Order_Status,Sales_Channel,Holiday_Flag
TXN112096,Store_8,Convenience Store,Pune,West,10-11-2024,2024,11,Home,Cleaning Kit,CUST23551,Returning,Male,46,2,486.84,10,876.32,651.23,225.09,4.5,145,UPI,Completed,Physical Store,0
TXN112097,Store_9,Department Store,Trichy,South,09-03-2025,2025,3,Grocery,Rice,CUST24253,Returning,Female,18,2,956.42,0,1912.85,1289.06,623.79,3,182,Debit Card,Completed,Physical Store,0
TXN112098,Store_17,Convenience Store,Chennai,South,10-01-2024,2024,1,Home,Storage Box,CUST15765,New,Female,58,1,651.4,0,651.4,523.82,127.58,3.4,427,Debit Card,Returned,Physical Store,0
TXN112099,Store_9,Convenience Store,Trichy,South,23-12-2024,2024,12,Grocery,Snacks,CUST15068,Returning,Female,19,3,185.63,0,556.9,391.58,165.32,5,233,UPI,Completed,Physical Store,0
TXN112100,Store_1,Supermarket,Salem,South,08-07-2025,2025,7,Grocery,Coffee,CUST23557,Returning,Female,65,1,331.18,15,281.5,210.99,70.51,4.3,64,Debit Card,Completed,Physical Store,0
TXN112101,Store_14,Supermarket,Madurai,South,10-08-2025,2025,8,Clothing,Shirt,CUST15828,New,Male,45,3,1495.3,0,4485.89,3142.21,1343.68,4.3,56,UPI,Completed,Physical Store,1
TXN112102,Store_6,Convenience Store,Delhi,North,09-04-2025,2025,4,Clothing,Shoes,CUST18847,Returning,Female,22,1,3281.64,10,2953.48,2671.66,281.82,4.1,338,Debit Card,Completed,Physical Store,0
TXN112103,Store_15,Convenience Store,Hyderabad,South,28-03-2024,2024,3,Sports,Running Shoes,CUST23616,New,Male,54,4,2821.39,10,10157.01,8989.05,1167.96,3.9,405,UPI,Completed,Physical Store,0
TXN112104,Store_16,Department Store,Madurai,South,31-08-2024,2024,8,Beauty,Moisturizer,CUST10579,New,Male,60,1,649.12,15,551.75,407.98,143.77,4.7,134,Credit Card,Completed,Physical Store,0
TXN112105,Store_7,Supermarket,Pune,West,07-12-2025,2025,12,Beauty,Shampoo,CUST16107,New,Male,21,1,523.1,0,523.1,387.6,135.5,3.9,378,Credit Card,Cancelled,Physical Store,0
TXN112106,Store_3,Department Store,Bengaluru,South,13-06-2024,2024,6,Electronics,Smartphone,CUST21101,New,Male,19,1,25821.21,0,25821.21,18185.31,7635.9,4.1,70,UPI,Completed,Physical Store,0
TXN112107,Store_13,Department Store,Salem,South,08-08-2024,2024,8,Home,Bedsheet,CUST19736,Returning,Female,43,2,1190.4,0,2380.79,1666.02,714.77,4.4,81,Credit Card,Completed,Physical Store,0
TXN112108,Store_2,Department Store,Chennai,South,05-10-2024,2024,10,Beauty,Moisturizer,CUST11445,New,Male,46,1,685.54,20,548.43,515.64,32.79,4.3,407,Cash,Cancelled,Physical Store,0
TXN112109,Store_18,Department Store,Pune,West,19-01-2025,2025,1,Beauty,Moisturizer,CUST24087,New,Male,45,1,738.43,0,738.43,594.76,143.67,3.2,69,UPI,Completed,Physical Store,0
TXN112110,Store_6,Supermarket,Chennai,South,07-04-2024,2024,4,Home,Chair,CUST16352,Returning,Male,29,1,2985.24,20,2388.19,1942.53,445.66,3.6,79,UPI,Completed,Physical Store,0
TXN112111,Store_14,Department Store,Salem,South,06-08-2024,2024,8,Clothing,Shoes,CUST20437,Returning,Female,32,1,2956.73,5,2808.9,1873.75,935.15,3.9,492,Cash,Completed,Physical Store,0
TXN112112,Store_13,Convenience Store,Coimbatore,South,25-11-2025,2025,11,Electronics,Headphones,CUST11341,New,Female,64,4,2176.91,0,8707.64,6304.31,2403.33,3.9,342,Debit Card,Cancelled,Physical Store,0
TXN112113,Store_13,Convenience Store,Trichy,South,12-08-2025,2025,8,Electronics,Headphones,CUST18359,New,Female,34,1,2324.35,10,2091.91,1550.38,541.53,3,285,UPI,Completed,Physical Store,0
TXN112114,Store_6,Department Store,Pune,West,20-01-2024,2024,1,Home,Cleaning Kit,CUST15204,New,Female,43,4,532.77,10,1917.97,1415.83,502.14,4.3,106,UPI,Completed,Physical Store,0
TXN112115,Store_8,Department Store,Coimbatore,South,07-08-2025,2025,8,Electronics,Smartphone,CUST13860,New,Male,36,3,26473.42,0,79420.27,57448.21,21972.06,4,127,UPI,Completed,Physical Store,0
TXN112116,Store_6,Convenience Store,Chennai,South,05-12-2024,2024,12,Beauty,Perfume,CUST22045,New,Male,41,2,1906.45,0,3812.91,2526.5,1286.41,3.2,322,UPI,Completed,Physical Store,0
TXN112117,Store_3,Supermarket,Mumbai,West,18-10-2024,2024,10,Electronics,Smartwatch,CUST22762,Returning,Male,56,1,4678.45,5,4444.52,3178.18,1266.34,5,494,Debit Card,Completed,Physical Store,0
TXN112118,Store_6,Supermarket,Chennai,South,23-11-2025,2025,11,Home,Chair,CUST16839,Returning,Male,53,2,3077.17,10,5538.9,4302.51,1236.39,3.6,155,Debit Card,Completed,Physical Store,0
TXN112119,Store_6,Department Store,Hyderabad,South,05-08-2025,2025,8,Grocery,Rice,CUST23503,Returning,Male,19,2,890.1,0,1780.2,1327.7,452.5,3.9,86,Credit Card,Completed,Physical Store,0
TXN112120,Store_5,Convenience Store,Hyderabad,South,20-03-2024,2024,3,Home,Bedsheet,CUST20465,Returning,Male,58,1,1290.45,0,1290.45,880.57,409.88,4.2,277,UPI,Completed,Physical Store,0
TXN112121,Store_5,Convenience Store,Salem,South,19-09-2025,2025,9,Sports,Yoga Mat,CUST24974,Returning,Male,26,1,938.8,20,751.04,704.52,46.52,3.4,60,UPI,Completed,Physical Store,0
TXN112122,Store_19,Department Store,Hyderabad,South,27-06-2024,2024,6,Clothing,T-Shirt,CUST24024,Returning,Male,44,4,866.16,15,2944.94,2212.62,732.32,4.3,100,Debit Card,Completed,Physical Store,0
TXN112123,Store_7,Supermarket,Mumbai,West,01-02-2025,2025,2,Electronics,Headphones,CUST20926,New,Female,65,2,2043.05,5,3881.79,3266.75,615.04,4.2,311,Debit Card,Completed,Physical Store,0
TXN112124,Store_9,Supermarket,Madurai,South,26-05-2025,2025,5,Beauty,Shampoo,CUST23985,Returning,Male,28,4,533.38,10,1920.15,1436.82,483.33,3.8,292,UPI,Completed,Physical Store,0
TXN112125,Store_2,Supermarket,Hyderabad,South,15-02-2024,2024,2,Electronics,Speaker,CUST10478,New,Male,63,1,2663.81,0,2663.81,1657.27,1006.54,3.9,133,Debit Card,Completed,Physical Store,0
TXN112126,Store_15,Convenience Store,Bengaluru,South,24-09-2024,2024,9,Beauty,Face Wash,CUST19738,New,Female,50,2,437.75,10,787.95,641.59,146.36,3.9,237,Cash,Completed,Physical Store,0
TXN112127,Store_16,Convenience Store,Bengaluru,South,24-01-2025,2025,1,Clothing,Shirt,CUST19884,Returning,Female,50,2,1447.65,5,2750.53,1874.15,876.38,3.6,330,Credit Card,Completed,Physical Store,0
TXN112128,Store_7,Convenience Store,Coimbatore,South,04-08-2024,2024,8,Electronics,Headphones,CUST23826,Returning,Male,43,1,2132.7,15,1812.8,1609.81,202.99,3.2,202,Debit Card,Completed,Physical Store,0
TXN112129,Store_14,Convenience Store,Pune,West,03-05-2024,2024,5,Grocery,Snacks,CUST24150,Returning,Female,62,1,186.21,15,158.28,124.03,34.25,3.5,185,UPI,Completed,Physical Store,0
TXN112130,Store_14,Department Store,Bengaluru,South,19-06-2024,2024,6,Home,Bedsheet,CUST19013,Returning,Female,34,3,1282.43,20,3077.83,2622.44,455.39,3.7,444,Debit Card,Completed,Physical Store,0
TXN112131,Store_13,Department Store,Mumbai,West,17-01-2025,2025,1,Clothing,Shoes,CUST16691,New,Female,38,4,2857.48,0,11429.94,7123.75,4306.19,4.6,72,UPI,Completed,Physical Store,0
TXN112132,Store_11,Supermarket,Coimbatore,South,21-08-2024,2024,8,Beauty,Shampoo,CUST16569,Returning,Female,55,1,520.08,10,468.07,328.68,139.39,3.6,292,Cash,Completed,Physical Store,0
TXN112133,Store_17,Supermarket,Trichy,South,25-10-2024,2024,10,Beauty,Soap,CUST13013,Returning,Male,62,4,84.52,0,338.08,262.98,75.1,4,291,Credit Card,Completed,Physical Store,0
TXN112134,Store_18,Department Store,Chennai,South,14-01-2024,2024,1,Electronics,Smartphone,CUST17614,Returning,Female,29,1,23929.19,5,22732.73,16916.32,5816.41,3.9,170,Credit Card,Completed,Physical Store,0
TXN112135,Store_8,Department Store,Mumbai,West,14-10-2025,2025,10,Electronics,Smartphone,CUST15386,New,Male,44,1,25552.33,5,24274.71,16489.46,7785.25,4.1,338,Debit Card,Returned,Physical Store,0
TXN112136,Store_10,Convenience Store,Mumbai,West,14-11-2024,2024,11,Grocery,Coffee,CUST13156,Returning,Male,50,1,355.82,15,302.45,262.03,40.42,4.4,213,Debit Card,Completed,Physical Store,1
TXN112137,Store_15,Convenience Store,Trichy,South,17-11-2025,2025,11,Beauty,Moisturizer,CUST16991,Returning,Male,34,2,640.81,15,1089.38,966.22,123.16,3.7,353,UPI,Completed,Physical Store,0
TXN112138,Store_9,Department Store,Trichy,South,13-11-2025,2025,11,Home,Cookware,CUST13043,New,Female,24,1,1633.74,20,1306.99,1303.88,3.11,4.8,169,UPI,Completed,Physical Store,0
TXN112139,Store_12,Convenience Store,Mumbai,West,03-05-2024,2024,5,Clothing,Shirt,CUST17917,Returning,Male,61,1,1303.07,0,1303.07,1033.49,269.58,3.4,336,UPI,Completed,Physical Store,0
TXN112140,Store_1,Supermarket,Trichy,South,30-01-2025,2025,1,Beauty,Shampoo,CUST13528,Returning,Male,49,1,604.27,5,574.06,445.27,128.79,4.3,362,Debit Card,Completed,Physical Store,0
TXN112141,Store_12,Supermarket,Salem,South,16-09-2025,2025,9,Beauty,Face Wash,CUST23091,Returning,Male,31,1,405.2,10,364.68,266.69,97.99,3.1,181,Credit Card,Completed,Physical Store,0
TXN112142,Store_9,Supermarket,Salem,South,27-01-2024,2024,1,Beauty,Face Wash,CUST18955,New,Male,65,1,468.55,0,468.55,358.1,110.45,4.6,480,UPI,Completed,Physical Store,0
TXN112143,Store_12,Convenience Store,Mumbai,West,18-08-2025,2025,8,Sports,Football,CUST22107,Returning,Male,43,3,1268.98,5,3616.6,2901.37,715.23,3.4,82,Credit Card,Completed,Physical Store,0
TXN112144,Store_7,Department Store,Pune,West,25-04-2024,2024,4,Electronics,Speaker,CUST11663,New,Female,27,4,2654.83,0,10619.31,6607.61,4011.7,3.9,39,Cash,Cancelled,Physical Store,0
TXN112145,Store_18,Department Store,Trichy,South,20-02-2025,2025,2,Clothing,Shirt,CUST16573,New,Male,54,1,1359.24,5,1291.28,939.56,351.72,3.9,324,UPI,Completed,Physical Store,0
TXN112146,Store_8,Department Store,Pune,West,04-10-2025,2025,10,Clothing,T-Shirt,CUST17407,Returning,Male,46,2,828.91,15,1409.14,1194.23,214.91,2.9,420,UPI,Completed,Physical Store,0
TXN112147,Store_9,Supermarket,Chennai,South,25-01-2024,2024,1,Sports,Football,CUST22547,Returning,Male,51,4,1316.25,5,5001.75,3874.7,1127.05,3.4,194,Credit Card,Completed,Physical Store,0
TXN112148,Store_2,Department Store,Bengaluru,South,04-11-2024,2024,11,Beauty,Perfume,CUST14392,Returning,Male,20,1,1654.02,20,1323.22,1251.95,71.27,3.9,382,Debit Card,Completed,Physical Store,0
TXN112149,Store_7,Department Store,Coimbatore,South,19-12-2025,2025,12,Home,Bedsheet,CUST22034,Returning,Female,27,1,1199.99,15,1019.99,843.1,176.89,4.5,263,UPI,Completed,Physical Store,0
TXN112150,Store_17,Department Store,Chennai,South,23-11-2025,2025,11,Electronics,Smartphone,CUST17649,New,Male,62,2,25058.3,10,45104.93,34438.16,10666.77,3.6,386,UPI,Cancelled,Physical Store,0
TXN112151,Store_18,Convenience Store,Bengaluru,South,21-05-2025,2025,5,Beauty,Soap,CUST23216,New,Female,29,5,86.48,10,389.18,329.98,59.2,4.2,33,Debit Card,Returned,Physical Store,0
TXN112152,Store_9,Department Store,Mumbai,West,01-12-2025,2025,12,Electronics,Smartwatch,CUST15852,New,Male,58,3,4719.13,20,11325.92,8892.67,2433.25,3.9,55,UPI,Completed,Physical Store,0
TXN112153,Store_3,Convenience Store,Madurai,South,08-07-2024,2024,7,Beauty,Soap,CUST11676,Returning,Male,61,4,92.41,0,369.65,272.27,97.38,3.7,388,Credit Card,Completed,Physical Store,0
TXN112154,Store_10,Supermarket,Mumbai,West,28-01-2024,2024,1,Home,Storage Box,CUST15052,New,Female,62,1,647.41,0,647.41,440.82,206.59,4,152,UPI,Completed,Physical Store,1
TXN112155,Store_16,Convenience Store,Coimbatore,South,09-02-2025,2025,2,Electronics,Smartphone,CUST16652,Returning,Female,25,1,23704.19,10,21333.77,18066.23,3267.54,4.2,444,Cash,Returned,Physical Store,0
TXN112156,Store_12,Convenience Store,Trichy,South,28-03-2025,2025,3,Home,Cleaning Kit,CUST23754,New,Female,38,2,473.07,15,804.22,625.82,178.4,3.2,306,Credit Card,Completed,Physical Store,0
TXN112157,Store_16,Convenience Store,Madurai,South,12-06-2024,2024,6,Home,Storage Box,CUST18058,New,Female,23,3,659.36,5,1879.17,1264.03,615.14,3.6,391,Cash,Completed,Physical Store,1
TXN112158,Store_11,Department Store,Madurai,South,22-08-2024,2024,8,Beauty,Soap,CUST13796,New,Female,41,1,87.3,5,82.93,69.81,13.12,3.7,401,UPI,Returned,Physical Store,0
TXN112159,Store_12,Supermarket,Trichy,South,02-01-2025,2025,1,Home,Chair,CUST17856,Returning,Female,53,2,2909.16,10,5236.49,4499.42,737.07,3.1,83,Cash,Completed,Physical Store,0
TXN112160,Store_18,Supermarket,Coimbatore,South,04-08-2025,2025,8,Beauty,Face Wash,CUST17976,Returning,Female,33,1,405.75,5,385.46,272.41,113.05,4.3,185,UPI,Completed,Physical Store,0
TXN112161,Store_17,Department Store,Madurai,South,23-01-2025,2025,1,Grocery,Rice,CUST20596,Returning,Male,28,3,969.07,0,2907.2,2128.64,778.56,3.8,182,Debit Card,Returned,Physical Store,1
TXN112162,Store_11,Department Store,Trichy,South,12-11-2025,2025,11,Grocery,Coffee,CUST23768,New,Female,49,2,350.94,5,666.78,436.98,229.8,4.8,397,Cash,Completed,Physical Store,1
TXN112163,Store_14,Supermarket,Bengaluru,South,28-01-2024,2024,1,Electronics,Speaker,CUST15356,Returning,Female,23,2,2566.49,15,4363.03,3991.64,371.39,4.1,244,UPI,Cancelled,Physical Store,0
TXN112164,Store_16,Department Store,Trichy,South,21-06-2024,2024,6,Electronics,Tablet,CUST11840,New,Female,48,5,18370.21,10,82665.93,69747.34,12918.59,3.7,403,Debit Card,Completed,Physical Store,0
TXN112165,Store_15,Supermarket,Trichy,South,19-06-2024,2024,6,Electronics,Headphones,CUST21307,New,Male,18,2,2142.19,0,4284.37,2968.12,1316.25,3.5,485,Credit Card,Completed,Physical Store,0
TXN112166,Store_20,Department Store,Pune,West,27-12-2024,2024,12,Electronics,Smartphone,CUST21898,New,Female,38,2,25080.05,5,47652.1,31499.77,16152.33,4.2,85,UPI,Completed,Physical Store,0
TXN112167,Store_10,Convenience Store,Mumbai,West,18-11-2024,2024,11,Grocery,Rice,CUST17361,Returning,Female,26,1,954.13,5,906.43,716.39,190.04,4,437,Credit Card,Completed,Physical Store,0
TXN112168,Store_17,Convenience Store,Delhi,North,25-02-2025,2025,2,Beauty,Soap,CUST16897,Returning,Female,53,1,88.2,0,88.2,59.64,28.56,3.7,472,UPI,Completed,Physical Store,0
TXN112169,Store_9,Department Store,Bengaluru,South,22-07-2025,2025,7,Electronics,Headphones,CUST20112,New,Male,29,2,2209.92,5,4198.84,2786.58,1412.26,4.1,146,Credit Card,Completed,Physical Store,0
TXN112170,Store_18,Department Store,Pune,West,18-12-2025,2025,12,Sports,Cricket Bat,CUST13564,Returning,Female,32,3,2181.01,0,6543.04,5090.63,1452.41,3.6,192,Cash,Completed,Physical Store,0
TXN112171,Store_19,Department Store,Hyderabad,South,06-11-2025,2025,11,Grocery,Coffee,CUST16021,Returning,Female,25,1,334.71,10,301.24,212.12,89.12,3.2,44,Debit Card,Completed,Physical Store,0
TXN112172,Store_7,Supermarket,Delhi,North,11-12-2025,2025,12,Beauty,Perfume,CUST17063,Returning,Male,65,1,1638.57,0,1638.57,1205.3,433.27,4.1,46,Cash,Completed,Physical Store,0
TXN112173,Store_17,Convenience Store,Madurai,South,28-11-2025,2025,11,Home,Bedsheet,CUST11687,New,Female,27,2,1091.79,15,1856.05,1645.59,210.46,3.6,319,UPI,Completed,Physical Store,0
TXN112174,Store_15,Convenience Store,Trichy,South,17-01-2024,2024,1,Home,Cleaning Kit,CUST21367,New,Female,41,3,521.32,0,1563.95,1271.4,292.55,5,60,UPI,Completed,Physical Store,0
TXN112175,Store_11,Department Store,Bengaluru,South,30-04-2025,2025,4,Beauty,Soap,CUST22389,Returning,Female,40,2,88.26,15,150.04,140.93,9.11,4.2,51,Debit Card,Completed,Physical Store,0
TXN112176,Store_8,Department Store,Madurai,South,22-01-2024,2024,1,Clothing,Shoes,CUST22292,New,Female,41,1,3129.09,15,2659.72,2236.43,423.29,5,341,UPI,Completed,Physical Store,0
TXN112177,Store_5,Department Store,Trichy,South,16-09-2024,2024,9,Sports,Football,CUST22067,New,Female,37,4,1205.49,5,4580.87,3343.16,1237.71,3.7,204,Credit Card,Completed,Physical Store,0
TXN112178,Store_11,Department Store,Hyderabad,South,18-02-2025,2025,2,Electronics,Headphones,CUST18150,New,Female,32,1,2244.64,5,2132.4,1577.91,554.49,3.5,160,UPI,Completed,Physical Store,0
TXN112179,Store_7,Department Store,Bengaluru,South,26-09-2025,2025,9,Beauty,Shampoo,CUST11609,New,Male,35,2,521.41,0,1042.82,710.93,331.89,3.5,299,UPI,Completed,Physical Store,0
TXN112180,Store_11,Department Store,Madurai,South,26-05-2024,2024,5,Beauty,Soap,CUST23220,Returning,Female,33,1,98.45,15,83.68,66.57,17.11,3.9,445,Credit Card,Completed,Physical Store,0
TXN112181,Store_1,Convenience Store,Trichy,South,02-02-2024,2024,2,Beauty,Face Wash,CUST23137,New,Male,45,1,470.15,5,446.64,334.69,111.95,4.2,303,Credit Card,Completed,Physical Store,0
TXN112182,Store_11,Supermarket,Chennai,South,29-07-2025,2025,7,Clothing,Jacket,CUST11355,Returning,Female,33,1,2718.37,10,2446.53,1890.14,556.39,3.2,399,Debit Card,Completed,Physical Store,0
TXN112183,Store_6,Supermarket,Mumbai,West,05-04-2024,2024,4,Sports,Football,CUST20348,New,Female,64,5,1207.94,0,6039.68,4587.75,1451.93,4.2,318,Credit Card,Completed,Physical Store,0
TXN112184,Store_19,Supermarket,Madurai,South,01-09-2025,2025,9,Grocery,Rice,CUST19808,Returning,Male,52,2,929.62,15,1580.35,1196.79,383.56,4.4,479,UPI,Completed,Physical Store,0
TXN112185,Store_11,Department Store,Chennai,South,11-09-2024,2024,9,Grocery,Rice,CUST15239,New,Female,60,1,930.86,0,930.86,587.5,343.36,4.8,470,UPI,Completed,Physical Store,0
TXN112186,Store_15,Supermarket,Coimbatore,South,01-11-2025,2025,11,Beauty,Shampoo,CUST19662,Returning,Male,45,2,514.59,15,874.81,796.6,78.21,4.7,239,Credit Card,Completed,Physical Store,0
TXN112187,Store_16,Supermarket,Salem,South,03-07-2025,2025,7,Home,Cleaning Kit,CUST13731,New,Male,27,1,537.76,10,483.99,345.87,138.12,4.8,94,UPI,Completed,Physical Store,0
TXN112188,Store_18,Department Store,Hyderabad,South,02-03-2024,2024,3,Grocery,Biscuits,CUST14906,Returning,Male,57,1,118.42,10,106.58,96.25,10.33,4.5,126,Credit Card,Returned,Physical Store,0
TXN112189,Store_5,Convenience Store,Hyderabad,South,22-11-2024,2024,11,Grocery,Biscuits,CUST16730,Returning,Female,37,2,124.54,0,249.08,191.39,57.69,4.2,440,UPI,Completed,Physical Store,0
TXN112190,Store_2,Convenience Store,Madurai,South,23-12-2024,2024,12,Home,Bedsheet,CUST23516,New,Male,63,2,1123.58,0,2247.15,1736.19,510.96,3.7,408,Cash,Completed,Physical Store,0
TXN112191,Store_2,Convenience Store,Mumbai,West,20-12-2024,2024,12,Electronics,Headphones,CUST14445,New,Male,26,1,2269.28,10,2042.35,1734.52,307.83,3.2,177,Credit Card,Returned,Physical Store,0
TXN112192,Store_4,Convenience Store,Trichy,South,09-05-2024,2024,5,Sports,Cricket Bat,CUST15527,Returning,Female,51,4,2165.87,5,8230.3,6466.62,1763.68,4,135,Credit Card,Completed,Physical Store,1
TXN112193,Store_20,Convenience Store,Madurai,South,19-10-2024,2024,10,Beauty,Soap,CUST12093,New,Male,57,1,98.09,10,88.28,65.78,22.5,2.8,172,Credit Card,Cancelled,Physical Store,0
TXN112194,Store_18,Convenience Store,Pune,West,10-03-2025,2025,3,Electronics,Headphones,CUST15479,Returning,Male,39,1,1997.05,5,1897.2,1450.74,446.46,5,112,Cash,Completed,Physical Store,0
TXN112195,Store_17,Department Store,Coimbatore,South,16-07-2024,2024,7,Sports,Badminton Racket,CUST16329,New,Male,21,4,1751.03,5,6653.91,5359.08,1294.83,3.7,100,UPI,Completed,Physical Store,0
TXN112196,Store_14,Convenience Store,Pune,West,04-05-2025,2025,5,Home,Bedsheet,CUST18057,Returning,Male,62,1,1206.63,20,965.31,964.45,0.86,4.7,17,UPI,Completed,Physical Store,0
TXN112197,Store_10,Department Store,Delhi,North,16-04-2025,2025,4,Electronics,Smartwatch,CUST13841,New,Male,27,1,4076.33,5,3872.52,3296.29,576.23,2.9,496,UPI,Completed,Physical Store,0
TXN112198,Store_7,Department Store,Salem,South,11-04-2024,2024,4,Beauty,Shampoo,CUST22780,Returning,Female,31,1,564.51,15,479.83,430.33,49.5,4.4,456,Debit Card,Completed,Physical Store,0
TXN112199,Store_6,Convenience Store,Mumbai,West,17-05-2025,2025,5,Grocery,Cooking Oil,CUST10727,Returning,Male,51,1,194.98,0,194.98,150.43,44.55,3.3,311,Credit Card,Completed,Physical Store,1
TXN112200,Store_8,Supermarket,Delhi,North,01-12-2025,2025,12,Sports,Football,CUST10074,New,Male,60,1,1156.45,0,1156.45,807.48,348.97,3.9,267,Credit Card,Cancelled,Physical Store,1
TXN112201,Store_16,Supermarket,Mumbai,West,10-04-2024,2024,4,Electronics,Smartwatch,CUST15775,New,Male,23,4,4568.31,0,18273.25,12470.94,5802.31,2.1,337,UPI,Completed,Physical Store,1
TXN112202,Store_18,Department Store,Pune,West,02-05-2025,2025,5,Clothing,Shoes,CUST20413,Returning,Male,26,1,3209.42,10,2888.48,2580.75,307.73,5,143,Credit Card,Returned,Physical Store,0
TXN112203,Store_6,Convenience Store,Madurai,South,28-09-2025,2025,9,Home,Storage Box,CUST14751,Returning,Male,48,1,665.41,10,598.87,420.98,177.89,4.5,113,Debit Card,Cancelled,Physical Store,0
TXN112204,Store_6,Department Store,Madurai,South,03-03-2024,2024,3,Home,Chair,CUST22258,Returning,Female,31,3,2757.89,20,6618.93,6352.21,266.72,4.3,244,Cash,Completed,Physical Store,0
TXN112205,Store_10,Convenience Store,Salem,South,16-04-2024,2024,4,Home,Chair,CUST12674,Returning,Female,18,1,2721.99,0,2721.99,2067.65,654.34,4.7,83,UPI,Returned,Physical Store,1
TXN112206,Store_2,Department Store,Chennai,South,07-06-2024,2024,6,Grocery,Coffee,CUST16815,New,Male,65,2,367.05,10,660.69,509.81,150.88,3.7,420,Credit Card,Completed,Physical Store,0
TXN112207,Store_15,Convenience Store,Chennai,South,28-03-2025,2025,3,Beauty,Soap,CUST11081,New,Male,41,1,82.26,10,74.03,57.03,17,2.8,49,Debit Card,Completed,Physical Store,0
TXN112208,Store_14,Convenience Store,Delhi,North,02-02-2025,2025,2,Sports,Badminton Racket,CUST13419,Returning,Male,52,2,1613.67,0,3227.33,2623.09,604.24,2.9,351,Debit Card,Completed,Physical Store,0
TXN112209,Store_4,Supermarket,Mumbai,West,29-01-2024,2024,1,Beauty,Shampoo,CUST23111,Returning,Male,24,5,532.91,20,2131.64,1812.52,319.12,3.8,259,Debit Card,Completed,Physical Store,0
TXN112210,Store_14,Convenience Store,Madurai,South,18-03-2024,2024,3,Grocery,Cooking Oil,CUST18247,Returning,Male,56,2,196.1,5,372.59,311.02,61.57,3.3,139,UPI,Completed,Physical Store,0
TXN112211,Store_1,Department Store,Bengaluru,South,28-06-2024,2024,6,Clothing,Shoes,CUST16584,Returning,Female,34,2,3184.45,5,6050.45,4520.48,1529.97,2.8,470,UPI,Completed,Physical Store,0
TXN112212,Store_15,Department Store,Chennai,South,31-03-2025,2025,3,Beauty,Perfume,CUST23348,New,Male,60,3,1648.75,0,4946.24,3265.18,1681.06,3.1,73,Debit Card,Completed,Physical Store,0
TXN112213,Store_12,Supermarket,Mumbai,West,01-07-2024,2024,7,Beauty,Perfume,CUST21428,Returning,Male,34,1,1784.82,5,1695.58,1147.38,548.2,4,280,Debit Card,Completed,Physical Store,0
TXN112214,Store_3,Supermarket,Delhi,North,04-10-2025,2025,10,Sports,Cricket Bat,CUST20622,Returning,Female,46,3,1984.6,5,5656.12,4651.78,1004.34,4.2,10,Credit Card,Completed,Physical Store,0
TXN112215,Store_7,Supermarket,Pune,West,05-07-2024,2024,7,Grocery,Snacks,CUST11516,Returning,Female,48,1,191.01,5,181.46,153.04,28.42,4.2,33,UPI,Completed,Physical Store,0
TXN112216,Store_3,Department Store,Hyderabad,South,03-11-2025,2025,11,Beauty,Shampoo,CUST23067,Returning,Female,63,1,571.12,0,571.12,449.87,121.25,3.7,324,UPI,Completed,Physical Store,1
TXN112217,Store_10,Department Store,Trichy,South,30-04-2025,2025,4,Clothing,T-Shirt,CUST17792,Returning,Female,26,2,760.64,10,1369.14,1119.17,249.97,3.8,21,UPI,Cancelled,Physical Store,1
TXN112218,Store_16,Convenience Store,Mumbai,West,02-05-2024,2024,5,Beauty,Face Wash,CUST16903,Returning,Female,34,3,476.36,10,1286.16,1087.24,198.92,4.6,313,Debit Card,Completed,Physical Store,0
TXN112219,Store_6,Supermarket,Bengaluru,South,18-11-2024,2024,11,Home,Cookware,CUST22568,Returning,Male,61,2,1818.67,0,3637.34,2659.28,978.06,2.8,52,UPI,Returned,Physical Store,0
TXN112220,Store_12,Convenience Store,Bengaluru,South,28-08-2024,2024,8,Clothing,Jeans,CUST21729,New,Female,60,2,1709.95,5,3248.9,2202.64,1046.26,4.3,192,UPI,Completed,Physical Store,0
TXN112221,Store_6,Department Store,Bengaluru,South,16-08-2024,2024,8,Home,Cookware,CUST16283,Returning,Female,41,2,1944.68,5,3694.88,2686.18,1008.7,4.6,202,UPI,Completed,Physical Store,1
TXN112222,Store_19,Supermarket,Bengaluru,South,03-01-2024,2024,1,Sports,Yoga Mat,CUST24568,New,Male,44,2,820.66,20,1313.06,1269.39,43.67,4,49,Credit Card,Completed,Physical Store,0
TXN112223,Store_17,Convenience Store,Madurai,South,28-02-2025,2025,2,Electronics,Speaker,CUST18632,New,Male,52,2,2289.01,0,4578.02,3250.58,1327.44,3.7,259,Debit Card,Completed,Physical Store,0
TXN112224,Store_14,Convenience Store,Pune,West,03-06-2025,2025,6,Grocery,Coffee,CUST22122,Returning,Male,47,1,322.22,0,322.22,206.78,115.44,4.1,428,Credit Card,Completed,Physical Store,0
TXN112225,Store_17,Department Store,Trichy,South,14-11-2024,2024,11,Sports,Football,CUST10434,Returning,Male,57,1,1143.21,15,971.73,722.79,248.94,3.5,56,UPI,Completed,Physical Store,0
TXN112226,Store_19,Supermarket,Coimbatore,South,27-12-2024,2024,12,Beauty,Shampoo,CUST18682,New,Male,54,2,519.95,0,1039.9,651.11,388.79,5,458,Cash,Completed,Physical Store,0
